loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,occupancy_type,income,credit_type,Credit_Score,co-applicant_credit_type,age,LTV,Region,Security_Type,Status,dtir1
cf,Sex Not Available,nopre,type2,p4,l2,nopc,b/c,206500,360,not_neg,not_int,not_lpsm,238000,pr,5700,CIB,881,CIB,55-64,86.76470588,south,direct,0,39
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,206500,180,not_neg,not_int,not_lpsm,268000,sr,10200,CRIF,583,EXP,45-54,77.05223881,North,direct,0,27
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,216500,324,not_neg,not_int,not_lpsm,308000,pr,7500,CIB,817,CIB,55-64,70.29220779,south,direct,0,6
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,566500,360,not_neg,not_int,not_lpsm,758000,pr,5880,EXP,523,EXP,65-74,74.73614776,North,direct,0,44
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,206500,360,neg_amm,not_int,not_lpsm,248000,pr,3300,EXP,633,EXP,>74,83.26612903,south,direct,0,33
cf,Male,nopre,type2,p1,l1,nopc,b/c,176500,360,not_neg,not_int,not_lpsm,178000,pr,4380,EXP,780,EXP,<25,99.15730337,North,direct,0,53
cf,Female,nopre,type1,p3,l1,nopc,nob/c,326500,360,not_neg,not_int,not_lpsm,528000,pr,3000,CIB,707,CIB,55-64,61.83712121,central,direct,0,48
cf,Male,nopre,type1,p4,l1,nopc,nob/c,336500,360,not_neg,not_int,not_lpsm,728000,pr,3960,CIB,606,CIB,65-74,46.22252747,North,direct,0,48
cf,Male,pre,type2,p3,l1,nopc,b/c,336500,360,not_neg,not_int,not_lpsm,438000,pr,5400,EXP,741,CIB,35-44,76.82648402,central,direct,1,48
cf,Female,nopre,type1,p3,l1,nopc,nob/c,306500,180,not_neg,not_int,not_lpsm,708000,pr,5160,CRIF,762,CIB,65-74,43.29096045,south,direct,0,37
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,206500,180,not_neg,not_int,not_lpsm,1678000,pr,8400,EXP,605,EXP,65-74,12.30631704,North,direct,0,23
cf,Male,nopre,type1,p4,l1,nopc,nob/c,436500,360,not_neg,not_int,not_lpsm,418000,pr,5340,EQUI,556,EXP,25-34,75.2016129,North,direct,1,39
cf,Male,nopre,type1,p4,l1,nopc,nob/c,246500,180,not_neg,not_int,not_lpsm,348000,pr,4260,EXP,704,CIB,35-44,70.83333333,south,direct,0,39
cf,Joint,pre,type1,p3,l1,nopc,nob/c,486500,360,not_neg,not_int,not_lpsm,708000,pr,17760,EXP,773,EXP,55-64,68.71468927,North,direct,0,27
cf,Male,nopre,type1,p4,l1,nopc,nob/c,96500,360,not_neg,not_int,not_lpsm,128000,pr,900,CRIF,700,CIB,65-74,75.390625,North-East,direct,0,47
cf,Male,nopre,type1,p2,l1,nopc,nob/c,226500,180,neg_amm,not_int,not_lpsm,398000,ir,16800,CIB,518,EXP,55-64,56.90954774,North,direct,0,45
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,126500,180,not_neg,not_int,not_lpsm,148000,pr,2220,CIB,714,CIB,45-54,85.47297297,south,direct,0,40
cf,Male,nopre,type1,p3,l1,nopc,nob/c,556500,360,not_neg,not_int,not_lpsm,738000,pr,4800,EXP,645,CIB,45-54,75.40650407,North,direct,0,49
cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,446500,360,not_neg,int_only,not_lpsm,458000,pr,6120,EXP,606,CIB,55-64,97.48908297,south,direct,1,55
cf,Male,pre,type1,p1,l1,nopc,nob/c,236500,360,not_neg,not_int,not_lpsm,248000,pr,8100,EXP,604,CIB,45-54,95.36290323,North,direct,0,46
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,366500,360,not_neg,int_only,not_lpsm,468000,pr,7200,CRIF,648,EXP,25-34,78.31196581,south,direct,0,45
cf,Joint,pre,type1,p1,l1,nopc,nob/c,486500,360,not_neg,not_int,not_lpsm,798000,pr,14340,CRIF,574,EXP,35-44,60.96491228,North,direct,0,27
cf,Male,nopre,type1,p3,l1,nopc,nob/c,166500,300,not_neg,int_only,not_lpsm,218000,pr,3720,EXP,570,CIB,35-44,76.37614679,North,direct,0,41
cf,Female,nopre,type1,p4,l1,nopc,nob/c,636500,360,not_neg,not_int,not_lpsm,758000,pr,8700,EXP,866,CIB,55-64,83.97097625,North,direct,1,47
cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,316500,360,not_neg,not_int,not_lpsm,358000,pr,5700,EXP,533,EXP,55-64,88.40782123,south,direct,0,39
ncf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,576500,360,not_neg,not_int,not_lpsm,718000,pr,10080,EXP,875,EXP,55-64,80.29247911,south,direct,1,44
cf,Male,nopre,type1,p1,l1,nopc,nob/c,326500,360,not_neg,not_int,not_lpsm,498000,pr,4320,CRIF,771,CIB,25-34,65.562249,North,direct,0,44
cf,Joint,nopre,type3,p4,l1,nopc,nob/c,516500,360,not_neg,not_int,not_lpsm,838000,pr,5700,EXP,596,EXP,25-34,61.63484487,south,direct,0,39
cf,Joint,nopre,type2,p4,l1,nopc,b/c,216500,360,not_neg,not_int,not_lpsm,228000,pr,7800,CIB,777,EXP,25-34,94.95614035,North,direct,0,36
cf,Joint,nopre,type1,p1,l2,nopc,nob/c,546500,360,not_neg,not_int,not_lpsm,678000,pr,21060,CRIF,502,EXP,45-54,80.60471976,south,direct,0,29
cf,Male,nopre,type1,p3,l1,nopc,nob/c,466500,360,not_neg,not_int,not_lpsm,778000,pr,5760,CRIF,815,EXP,>74,59.96143959,south,direct,0,36
cf,Female,nopre,type2,p4,l1,nopc,b/c,366500,324,neg_amm,not_int,not_lpsm,408000,pr,5700,EXP,680,CIB,65-74,89.82843137,North,direct,0,39
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,706500,360,not_neg,not_int,not_lpsm,1208000,pr,7980,CRIF,798,EXP,45-54,58.48509934,south,direct,0,47
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,516500,360,not_neg,not_int,not_lpsm,1208000,pr,14220,CRIF,680,EXP,55-64,42.75662252,North,direct,0,28
cf,Female,nopre,type1,p4,l1,nopc,nob/c,126500,180,not_neg,not_int,not_lpsm,258000,pr,2640,CRIF,855,CIB,45-54,49.03100775,central,direct,0,48
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,386500,360,not_neg,not_int,not_lpsm,488000,pr,6660,CIB,681,EXP,25-34,79.20081967,North,direct,0,30
cf,Male,pre,type2,p3,l1,nopc,b/c,156500,360,not_neg,not_int,not_lpsm,148000,pr,9600,CIB,603,CIB,25-34,105.7432432,central,direct,1,34
cf,Joint,nopre,type3,p1,l1,nopc,nob/c,296500,360,not_neg,not_int,not_lpsm,288000,pr,5160,CRIF,708,EXP,65-74,102.9513889,North,direct,0,27
cf,Female,pre,type2,p4,l1,nopc,b/c,196500,360,not_neg,not_int,not_lpsm,418000,pr,0,EQUI,711,EXP,55-64,75.2016129,North,direct,1,39
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,726500,360,not_neg,not_int,not_lpsm,1138000,pr,9660,CIB,665,EXP,45-54,63.8400703,North,direct,0,42
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,206500,360,not_neg,not_int,not_lpsm,258000,pr,3060,CRIF,871,CIB,25-34,80.03875969,south,direct,1,46
cf,Male,nopre,type3,p4,l1,nopc,nob/c,266500,360,not_neg,not_int,not_lpsm,288000,pr,5700,EXP,524,CIB,45-54,92.53472222,North,direct,0,39
cf,Female,nopre,type2,p4,l1,nopc,b/c,156500,360,not_neg,not_int,not_lpsm,168000,pr,5700,CRIF,776,CIB,55-64,93.1547619,North,direct,0,39
cf,Male,nopre,type1,p4,l1,nopc,nob/c,386500,360,not_neg,not_int,not_lpsm,738000,pr,7260,EXP,736,CIB,35-44,52.37127371,North,direct,0,31
cf,Male,nopre,type2,p1,l1,nopc,b/c,216500,360,not_neg,not_int,not_lpsm,418000,pr,6000,EQUI,639,EXP,45-54,75.2016129,North,direct,1,39
cf,Male,nopre,type1,p4,l1,nopc,nob/c,346500,360,not_neg,not_int,not_lpsm,508000,pr,5220,CIB,572,CIB,35-44,68.20866142,North,direct,0,38
ncf,Joint,nopre,type1,p3,l1,nopc,nob/c,176500,360,not_neg,not_int,not_lpsm,318000,pr,3300,CIB,869,EXP,55-64,55.50314465,North,direct,0,20
ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,926500,360,not_neg,not_int,not_lpsm,1378000,pr,11100,CIB,799,EXP,65-74,67.23512337,south,direct,0,40
cf,Female,nopre,type1,p3,l1,nopc,nob/c,226500,360,not_neg,not_int,not_lpsm,718000,pr,3300,CIB,698,CIB,>74,31.545961,North,direct,0,43
cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,626500,360,not_neg,not_int,not_lpsm,808000,pr,7740,CRIF,539,EXP,65-74,77.53712871,south,direct,0,37
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,416500,360,not_neg,not_int,not_lpsm,648000,pr,11220,EXP,796,EXP,45-54,64.27469136,North,direct,0,45
cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,436500,360,not_neg,not_int,not_lpsm,598000,pr,4320,CIB,527,CIB,55-64,72.99331104,south,direct,0,48
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,236500,180,neg_amm,not_int,not_lpsm,298000,pr,3960,CRIF,596,EXP,35-44,79.36241611,south,direct,0,48
cf,Female,nopre,type2,p4,l1,nopc,b/c,326500,360,not_neg,not_int,lpsm,388000,pr,5700,CRIF,755,CIB,35-44,84.14948454,North,direct,0,39
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,566500,360,not_neg,not_int,not_lpsm,718000,pr,5640,EXP,619,EXP,35-44,78.89972145,North,direct,0,40
cf,Male,nopre,type1,p4,l1,nopc,nob/c,666500,360,not_neg,not_int,not_lpsm,778000,pr,9360,CRIF,510,CIB,35-44,85.66838046,south,direct,0,44
cf,Female,pre,type1,p1,l1,nopc,nob/c,286500,360,not_neg,not_int,not_lpsm,1058000,pr,2760,CIB,560,CIB,45-54,27.07939509,North,direct,0,49
cf,Male,nopre,type1,p3,l1,nopc,nob/c,366500,360,not_neg,not_int,not_lpsm,508000,pr,5700,CIB,743,CIB,45-54,72.14566929,North,direct,1,37
cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,316500,360,not_neg,not_int,not_lpsm,348000,pr,4620,EXP,671,CIB,45-54,90.94827586,south,direct,0,46
cf,Sex Not Available,nopre,type1,p2,l1,nopc,nob/c,66500,360,not_neg,not_int,not_lpsm,98000,ir,7920,CIB,538,CIB,45-54,67.85714286,south,direct,0,25
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,476500,360,not_neg,not_int,not_lpsm,858000,pr,6780,CRIF,659,EXP,65-74,55.53613054,south,direct,0,47
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,486500,180,not_neg,not_int,not_lpsm,1038000,pr,15360,CRIF,701,EXP,45-54,46.86897881,North,direct,0,39
cf,Male,nopre,type1,p1,l1,nopc,nob/c,346500,360,neg_amm,not_int,not_lpsm,368000,pr,9180,EXP,516,CIB,35-44,94.1576087,North,direct,0,31
cf,Female,nopre,type1,p1,l1,nopc,nob/c,256500,360,not_neg,not_int,not_lpsm,568000,pr,4980,CIB,640,CIB,25-34,45.1584507,south,direct,0,31
cf,Female,nopre,type1,p4,l1,nopc,nob/c,246500,360,not_neg,not_int,not_lpsm,628000,pr,9540,CRIF,863,CIB,55-64,39.25159236,North,direct,0,42
cf,Male,pre,type1,p1,l1,nopc,nob/c,486500,360,not_neg,not_int,not_lpsm,608000,pr,9000,CRIF,793,CIB,35-44,80.01644737,south,direct,0,28
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,446500,360,neg_amm,not_int,not_lpsm,488000,pr,9000,CIB,770,EXP,35-44,91.49590164,south,direct,1,60
cf,Joint,nopre,type2,p1,l1,nopc,b/c,146500,360,not_neg,not_int,not_lpsm,158000,pr,10560,CIB,605,EXP,45-54,92.72151899,North,direct,0,54
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,246500,360,not_neg,int_only,not_lpsm,458000,pr,6600,CRIF,610,EXP,35-44,53.8209607,south,direct,0,49
cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,256500,360,neg_amm,not_int,not_lpsm,258000,pr,4500,EXP,746,CIB,55-64,99.41860465,south,direct,0,60
cf,Female,nopre,type1,p4,l1,nopc,nob/c,276500,360,not_neg,not_int,lpsm,368000,pr,6000,CRIF,602,CIB,25-34,75.13586957,central,direct,1,29
cf,Sex Not Available,nopre,type1,p3,l2,nopc,nob/c,106500,180,not_neg,not_int,not_lpsm,138000,pr,3300,CRIF,721,CIB,55-64,77.17391304,south,direct,0,31
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,436500,360,not_neg,not_int,not_lpsm,628000,pr,4860,EXP,597,CIB,>74,69.50636943,south,direct,0,38
cf,Sex Not Available,nopre,type1,p1,l2,nopc,nob/c,536500,360,not_neg,not_int,not_lpsm,598000,pr,7020,EXP,890,EXP,45-54,89.71571906,south,direct,0,41
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,376500,360,not_neg,not_int,not_lpsm,478000,pr,5880,CIB,876,EXP,45-54,78.76569038,south,direct,0,32
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,206500,360,not_neg,not_int,not_lpsm,708000,pr,9420,CIB,704,EXP,25-34,29.16666667,North,direct,0,47
cf,Female,nopre,type1,p3,l1,nopc,nob/c,196500,360,not_neg,not_int,not_lpsm,408000,pr,3480,CRIF,673,CIB,45-54,48.16176471,south,direct,0,31
cf,Male,nopre,type1,p1,l1,nopc,nob/c,256500,180,neg_amm,not_int,not_lpsm,268000,pr,9240,EXP,576,CIB,55-64,95.70895522,south,direct,0,36
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,376500,360,not_neg,not_int,not_lpsm,718000,pr,9300,CIB,684,EXP,55-64,52.43732591,North,direct,0,43
ncf,Female,nopre,type1,p4,l1,nopc,nob/c,216500,360,not_neg,not_int,not_lpsm,678000,pr,4920,CRIF,522,CIB,45-54,31.93215339,North,direct,0,36
cf,Male,pre,type1,p4,l1,nopc,nob/c,366500,360,not_neg,not_int,not_lpsm,418000,pr,54240,CRIF,832,CIB,35-44,87.67942584,south,direct,0,12
cf,Male,pre,type1,p1,l1,nopc,nob/c,66500,180,not_neg,not_int,not_lpsm,88000,pr,2940,CRIF,545,CIB,65-74,75.56818182,North,direct,0,46
cf,Male,pre,type1,p4,l1,nopc,nob/c,446500,360,not_neg,not_int,not_lpsm,608000,pr,5460,CRIF,744,CIB,25-34,73.4375,North,direct,0,36
cf,Male,pre,type3,p3,l1,nopc,nob/c,206500,360,not_neg,not_int,not_lpsm,208000,pr,3900,CIB,807,CIB,65-74,99.27884615,North,direct,1,49
cf,Female,nopre,type1,p1,l1,nopc,nob/c,396500,360,not_neg,not_int,not_lpsm,418000,pr,5520,CIB,869,CIB,25-34,94.85645933,North,direct,0,45
cf,Male,nopre,type1,p1,l1,nopc,nob/c,366500,360,not_neg,not_int,not_lpsm,488000,ir,13200,EXP,590,CIB,35-44,75.10245902,south,direct,0,38
cf,Male,pre,type1,p4,l1,nopc,nob/c,466500,360,not_neg,not_int,not_lpsm,518000,pr,7020,EXP,610,CIB,25-34,90.05791506,south,direct,0,34
ncf,Sex Not Available,nopre,type1,p1,l2,nopc,nob/c,1116500,360,not_neg,not_int,not_lpsm,1508000,pr,20100,CRIF,746,EXP,35-44,74.03846154,south,direct,0,28
cf,Male,pre,type1,p4,l1,nopc,nob/c,316500,360,not_neg,not_int,not_lpsm,418000,pr,7020,EQUI,743,EXP,55-64,75.2016129,North,direct,1,39
cf,Male,nopre,type1,p4,l1,nopc,nob/c,96500,324,not_neg,not_int,not_lpsm,158000,pr,2160,CIB,872,CIB,65-74,61.07594937,North,direct,0,20
ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,166500,360,not_neg,not_int,not_lpsm,418000,sr,10620,EQUI,793,EXP,65-74,75.2016129,North,direct,1,39
cf,Joint,nopre,type2,p3,l1,nopc,b/c,166500,360,not_neg,not_int,not_lpsm,228000,pr,3360,CRIF,889,EXP,35-44,73.02631579,south,direct,0,47
cf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,360,neg_amm,not_int,not_lpsm,358000,pr,3180,CRIF,554,CIB,45-54,57.68156425,North,direct,1,60
cf,Male,nopre,type1,p4,l1,nopc,nob/c,446500,360,not_neg,not_int,not_lpsm,538000,pr,11220,CRIF,673,CIB,45-54,82.99256506,North,direct,0,24
cf,Male,nopre,type1,p3,l1,nopc,nob/c,436500,360,not_neg,not_int,not_lpsm,758000,pr,5460,CIB,900,CIB,55-64,57.58575198,North,direct,0,40
cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,596500,360,not_neg,not_int,not_lpsm,708000,pr,5700,CIB,531,CIB,25-34,84.25141243,south,direct,0,39
cf,Male,pre,type1,p1,l1,nopc,nob/c,476500,360,not_neg,not_int,not_lpsm,528000,pr,7620,CIB,626,EXP,45-54,90.24621212,North,direct,0,45
cf,Female,nopre,type1,p3,l1,nopc,nob/c,156500,360,not_neg,not_int,not_lpsm,258000,pr,1920,CIB,534,CIB,45-54,60.65891473,North,direct,0,37
cf,Male,nopre,type1,p4,l1,nopc,nob/c,566500,360,not_neg,not_int,not_lpsm,848000,pr,9540,EXP,735,CIB,25-34,66.80424528,south,direct,0,32
cf,Male,nopre,type1,p4,l1,nopc,nob/c,146500,240,not_neg,not_int,not_lpsm,378000,ir,2820,CIB,599,CIB,65-74,38.75661376,North,direct,0,41
cf,Female,nopre,type1,p3,l1,nopc,nob/c,156500,360,not_neg,not_int,not_lpsm,268000,pr,4020,CIB,665,CIB,55-64,58.39552239,south,direct,0,26
cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,126500,360,not_neg,not_int,not_lpsm,178000,pr,5700,CRIF,562,CIB,65-74,71.06741573,south,direct,0,39
cf,Male,nopre,type1,p4,l1,nopc,nob/c,426500,360,not_neg,int_only,not_lpsm,538000,pr,5280,CRIF,641,CIB,35-44,79.27509294,south,direct,0,45
cf,Male,nopre,type1,p4,l1,nopc,nob/c,386500,360,not_neg,not_int,not_lpsm,628000,pr,5940,EXP,565,CIB,35-44,61.54458599,North,direct,0,39
cf,Male,nopre,type3,p3,l1,nopc,nob/c,266500,360,not_neg,not_int,not_lpsm,298000,pr,7380,CIB,729,CIB,55-64,89.4295302,North,direct,0,35
cf,Male,nopre,type1,p3,l1,nopc,nob/c,576500,360,not_neg,not_int,not_lpsm,1048000,ir,5160,CIB,545,CIB,65-74,55.00954198,North,direct,0,49
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,206500,180,not_neg,not_int,not_lpsm,418000,pr,6000,EQUI,582,EXP,35-44,75.2016129,south,direct,1,39
cf,Joint,pre,type1,p3,l1,nopc,nob/c,186500,180,not_neg,not_int,not_lpsm,358000,pr,4860,CRIF,554,EXP,55-64,52.09497207,North,direct,0,39
cf,Joint,pre,type1,p3,l1,nopc,nob/c,186500,360,not_neg,not_int,not_lpsm,228000,pr,5700,EXP,801,EXP,45-54,81.79824561,central,direct,0,30
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,506500,360,neg_amm,not_int,not_lpsm,568000,pr,11640,CRIF,581,EXP,35-44,89.17253521,North,direct,0,47
cf,Joint,nopre,type3,p3,l1,nopc,nob/c,146500,360,not_neg,not_int,not_lpsm,188000,pr,1920,CRIF,753,EXP,65-74,77.92553191,North,direct,0,59
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,456500,360,not_neg,int_only,not_lpsm,768000,pr,13800,EXP,590,EXP,45-54,59.44010417,North,direct,0,25
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,276500,360,not_neg,not_int,not_lpsm,698000,pr,7440,CIB,545,EXP,35-44,39.61318052,south,direct,0,29
cf,Male,pre,type1,p1,l1,nopc,nob/c,416500,360,not_neg,not_int,not_lpsm,428000,pr,5520,CIB,520,CIB,25-34,97.31308411,North-East,direct,0,36
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,216500,360,not_neg,not_int,not_lpsm,1108000,pr,3000,EXP,554,CIB,>74,19.53971119,south,direct,0,36
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,426500,360,not_neg,not_int,not_lpsm,498000,pr,7200,CRIF,717,CIB,65-74,85.64257028,south,direct,0,55
cf,Sex Not Available,nopre,type2,p4,l2,nopc,b/c,516500,360,not_neg,not_int,not_lpsm,658000,pr,7500,CRIF,528,CIB,45-54,78.49544073,south,direct,0,51
cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,326500,360,not_neg,not_int,not_lpsm,448000,pr,5700,CRIF,742,CIB,65-74,72.87946429,south,direct,0,39
cf,Sex Not Available,pre,type1,p2,l1,nopc,nob/c,86500,180,not_neg,not_int,not_lpsm,298000,pr,4200,CIB,857,EXP,65-74,29.02684564,south,direct,1,33
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,166500,324,not_neg,not_int,not_lpsm,278000,pr,2820,CIB,639,CIB,45-54,59.89208633,south,direct,0,44
cf,Male,nopre,type1,p4,l1,nopc,nob/c,256500,360,not_neg,not_int,not_lpsm,578000,pr,9000,CRIF,808,CIB,25-34,44.37716263,south,direct,0,30
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,296500,360,not_neg,not_int,not_lpsm,608000,pr,3420,CRIF,793,EXP,25-34,48.76644737,south,direct,0,46
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,226500,360,neg_amm,not_int,not_lpsm,418000,pr,6780,EQUI,571,EXP,45-54,75.2016129,south,direct,1,39
cf,Joint,pre,type1,p3,l1,nopc,nob/c,266500,360,not_neg,not_int,not_lpsm,398000,pr,4080,EXP,894,EXP,45-54,66.95979899,south,direct,0,49
ncf,Joint,nopre,type1,p4,l1,nopc,nob/c,1716500,360,not_neg,not_int,not_lpsm,418000,pr,66480,EQUI,675,EXP,25-34,75.2016129,central,direct,1,39
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,360,not_neg,not_int,not_lpsm,508000,pr,3720,CRIF,749,CIB,35-44,54.42913386,south,direct,0,38
ncf,Male,nopre,type1,p4,l1,nopc,nob/c,696500,360,not_neg,not_int,not_lpsm,938000,pr,12000,CRIF,549,CIB,45-54,74.25373134,North,direct,0,35
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,180,not_neg,not_int,not_lpsm,408000,pr,5280,CRIF,756,EXP,35-44,67.76960784,south,direct,0,49
ncf,Male,nopre,type3,p1,l1,nopc,nob/c,976500,324,neg_amm,not_int,not_lpsm,1208000,pr,7740,EXP,742,CIB,45-54,80.83609272,North,direct,1,50
ncf,Joint,nopre,type3,p1,l1,nopc,nob/c,876500,360,not_neg,not_int,not_lpsm,418000,pr,11220,EQUI,774,EXP,35-44,75.2016129,North,direct,1,39
cf,Female,nopre,type1,p4,l1,nopc,nob/c,266500,360,not_neg,not_int,not_lpsm,308000,pr,3420,CRIF,672,CIB,65-74,86.52597403,south,direct,0,38
cf,Male,nopre,type1,p3,l1,nopc,nob/c,346500,240,not_neg,not_int,not_lpsm,708000,pr,6780,EXP,811,CIB,25-34,48.94067797,south,direct,0,30
ncf,Male,nopre,type1,p4,l1,nopc,nob/c,116500,324,neg_amm,not_int,not_lpsm,278000,pr,3240,CIB,745,CIB,35-44,41.90647482,North,direct,0,47
cf,Female,nopre,type1,p3,l1,nopc,nob/c,236500,180,not_neg,not_int,not_lpsm,298000,pr,4860,CIB,718,CIB,35-44,79.36241611,south,direct,0,45
cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,296500,180,not_neg,not_int,not_lpsm,418000,pr,3960,EQUI,875,EXP,45-54,75.2016129,south,direct,1,39
cf,Male,nopre,type1,p3,l1,nopc,nob/c,376500,300,not_neg,not_int,not_lpsm,508000,pr,6600,CIB,542,CIB,35-44,74.11417323,North,direct,0,40
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,176500,360,not_neg,not_int,not_lpsm,188000,pr,4740,CIB,629,EXP,55-64,93.88297872,North,direct,0,49
cf,Male,nopre,type1,p4,l1,nopc,nob/c,76500,180,neg_amm,not_int,not_lpsm,418000,pr,2040,EQUI,733,EXP,>74,75.2016129,North,direct,1,39
cf,Male,nopre,type1,p3,l1,nopc,nob/c,566500,360,not_neg,not_int,not_lpsm,858000,pr,9900,CRIF,830,CIB,45-54,66.02564103,south,direct,1,36
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,686500,360,not_neg,not_int,not_lpsm,1158000,pr,6960,CRIF,611,CIB,45-54,59.28324698,south,direct,0,47
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,106500,360,not_neg,not_int,not_lpsm,198000,pr,1740,CRIF,644,EXP,35-44,53.78787879,North,direct,0,36
cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,360,not_neg,not_int,lpsm,418000,pr,6120,EQUI,758,EXP,35-44,75.2016129,North,direct,1,39
cf,Joint,nopre,type2,p3,l1,nopc,b/c,376500,360,not_neg,int_only,not_lpsm,508000,pr,9660,CRIF,557,EXP,45-54,74.11417323,North,direct,1,46
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,326500,360,not_neg,not_int,not_lpsm,578000,pr,5640,EXP,764,EXP,55-64,56.48788927,south,direct,0,36
cf,Female,nopre,type2,p1,l1,nopc,b/c,116500,360,neg_amm,not_int,not_lpsm,418000,pr,2880,EQUI,846,EXP,35-44,75.2016129,central,direct,1,39
cf,Male,nopre,type1,p3,l1,nopc,nob/c,136500,300,neg_amm,not_int,not_lpsm,178000,pr,2340,CRIF,531,CIB,>74,76.68539326,south,direct,1,46
cf,Female,nopre,type1,p1,l1,nopc,nob/c,146500,360,not_neg,not_int,lpsm,178000,pr,2460,CIB,654,CIB,25-34,82.30337079,south,direct,1,36
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,106500,240,neg_amm,not_int,not_lpsm,418000,pr,5400,EQUI,733,EXP,55-64,75.2016129,south,direct,1,39
cf,Male,nopre,type3,p3,l1,nopc,nob/c,56500,360,not_neg,not_int,not_lpsm,128000,pr,1380,EXP,783,CIB,45-54,44.140625,North,direct,0,36
cf,Male,nopre,type1,p1,l1,nopc,nob/c,306500,360,not_neg,not_int,lpsm,418000,pr,5580,EQUI,847,EXP,25-34,75.2016129,North,direct,1,39
cf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,360,not_neg,not_int,not_lpsm,648000,pr,12300,CIB,677,CIB,55-64,55.0154321,south,direct,0,6
cf,Female,nopre,type1,p3,l1,nopc,nob/c,326500,360,not_neg,not_int,not_lpsm,708000,pr,2760,CIB,593,CIB,55-64,46.11581921,North,direct,1,55
cf,Female,nopre,type1,p4,l1,nopc,nob/c,256500,360,not_neg,not_int,lpsm,298000,pr,3180,CRIF,756,CIB,25-34,86.0738255,North,direct,1,58
cf,Joint,nopre,type2,p4,l2,nopc,b/c,466500,360,not_neg,not_int,not_lpsm,508000,pr,13080,EXP,754,EXP,35-44,91.83070866,North,direct,0,30
cf,Joint,pre,type1,p1,l1,nopc,nob/c,556500,360,neg_amm,not_int,not_lpsm,928000,pr,6900,CRIF,523,EXP,35-44,59.96767241,North,direct,0,46
cf,Male,pre,type1,p3,l1,nopc,nob/c,486500,360,not_neg,not_int,not_lpsm,798000,pr,11640,CIB,733,EXP,35-44,60.96491228,North,direct,1,47
